What is Despicable,The context suggests that Despicable is a franchise that is struggling to find its audience.
What is Parental,Parental is a guidance suggested for those who might find the humor in Despicable Me 2 to be rude.
What is Chris Renaud,"Chris Renaud is a French animator, voice actor, and director. He is best known for co-directing the Despicable Me franchise and The Secret Life of Pets."
What is Pierre Coffin,"Pierre Coffin is an American animator, director, and producer. He is best known for co-directing the Despicable Me franchise and Minions."
What is Cinco Paul,"Cinco Paul is an American screenwriter and producer. He is best known for his work on the Despicable Me franchise, for which he wrote the films Despicable Me (2010), Despicable Me 2 (2013), and Minions (2015)."
What is Ken Daurio,"Ken Daurio is a writer who worked on the film ""Despicable Me"" with Cinco Paul."
What is Gregory Perler,Gregory Perler is an editor who worked on the movie Despicable Me.
What is Pharrell Williams,"Pharrell Williams is an American singer, songwriter, record producer, and fashion designer."
What is Heitor Pereira,"He is a Brazilian composer and musician. He has composed the scores for many films, including the ""Despicable Me"" franchise, ""The Smurfs"" franchise, and ""The Lorax""."
What is Yarrow Cheney,"Yarrow Cheney is an American artist, illustrator, and designer. He is best known for his work on the Despicable Me franchise."
What is Eric Guillon,Eric Guillon is the production designer for the movie Despicable Me 3.
Who is Chris Meledandri,Chris Meledandri is an American film producer and the founder and CEO of Illumination Entertainment. He is the producer of the Despicable Me franchise and The Secret Life of Pets.
What is Janet Healy,Janet Healy is a producer of the movie Despicable Me and its sequels.
What is the production company for Despicable Me 3,Universal Pictures
What is THE,The movie Despicable Me 3.
What is VOICES,"It is an animated movie with the voices of Steve Carell, Gru, Kristen Wiig, Lucy, Benjamin Bratt, EduardoEl Macho, Miranda Cosgrove, Margo, Russell Brand, Dr Nefario, Steve Coogan, Silas Ramsbottom, Ken Jeong, Floyd, Elsie Fisher, Agnes, Dana Gaier, Edith, and Moises Arias."
What is Steve Carell,"Steve Carell is an actor, writer, producer, and director. He is best known for his role as Michael Scott on the American version of The Office, as well as his roles in the films The 40-Year-Old Virgin, Little Miss Sunshine, and Despicable Me."
What is Kristen Wiig,"Kristen Wiig is an American actress, comedian, writer, and producer. She is best known for her work on the sketch comedy series Saturday Night Live."
What is Lucy,Lucy is a voice in the movie Despicable Me 2.
"What is Benjamin Bratt's role in ""Despicable Me 2""","Benjamin Bratt voices Eduardo, the owner of a Mexican restaurant and El Macho, a super-villain."
What is Miranda Cosgrove,She is an American actress and singer. She is known for her roles as Carly Shay on the Nickelodeon sitcom iCarly and as Summer Hathaway in the school comedy film School of Rock.
What is Margo,Margo is a character in the movie Despicable Me 2. She is one of Gru's three daughters.
What is Russell Brand,"Russell Brand is an English comedian, actor, and author."
What is Steve Coogan,Steve Coogan is a voice actor in the movie Despicable Me 2.
What is Silas Ramsbottom,Silas Ramsbottom is a character in the movie Despicable Me 2. He is the head of the Anti-Villain League.
What is Ken Jeong,"Ken Jeong is an actor, comedian, and physician."
What is Floyd,Floyd is one of the main characters in the movie Despicable Me. He is a minion who works for Gru and helps him with his evil plans.
What is Elsie Fisher,Elsie Fisher is the voice of Agnes in the movie Despicable Me.
What is Agnes,"Agnes is a little girl who is one of the main characters in the movie Despicable Me. She is a sweet and caring child who loves animals, especially her pet unicorn, and is always eager to help out."
What is Dana Gaier,Dana Gaier is an American actress and singer. She is best known for her role as Edith in the Despicable Me franchise.
What is Moises Arias,Moises Arias is a voice actor in the movie Despicable Me 2.
What is Antonio,Antonio is a character in the movie Despicable Me 2. He is a young boy who is a member of Gru's Minion army.
What is Tech,"Also in Tech, the central bank can't make miracles."
What is Yucca Mountain,"Yucca Mountain is a proposed high-level nuclear waste repository site in Nevada. The site has been under investigation since the late 1970s, but has been mired in political and scientific debate."
What is Gru,Gru is a Blofeldsized supervillain who d steal the moon until the orphans he s exploiting steal his heart.
What is Gru,Gru is a character in the 2010 movie Despicable Me. He is voiced by Steve Carell.
What is Steve Carell,Steve Carell is an actor who starred in 2010's Despicable Me and voiced the character of Gru with Euroevil panache.
What is Despicable,"Despicable is a changed man in Despicable Me 2, a doting adoptive father, and not even the movie's star."
What is Gru,"Gru is a villain from the Despicable Me franchise who is known for his minions, which are small, twotone, time-release capsules with goggles that make children laugh with their gibberish and pratfalls."
What is Minions,"Minions is a 2015 American 3D computer-animated comedy film produced by Illumination Entertainment for Universal Pictures. It is the third installment in the Despicable Me film series and a prequel to the 2010 film Despicable Me. The film was directed by Pierre Coffin and Kyle Balda, written by Brian Lynch, and produced by Chris Meledandri and Janet Healy. The voice cast features the returning voices of Steve Carell,"
What are the Madagascar penguins or Pizza Planet little green men,"They are funny in a sort of way, one-joke bit players whose appeal was underestimated before and overestimated now, former scene swipers presently having scenes and ad campaigns handed to them."
What is Pizza Planet,Pizza Planet is a comedy movie franchise that is known for its funny green men. These men are scene swipers that are currently having scenes and ad campaigns handed to them.
What is Gru,Gru is a former super-villain who has retired from a life of crime to raise his three adopted daughters.
What is Butt,"Butt is a word meaning bottom or behind, typically used in reference to the human body. In the phrase ""butt out Minions"", it is used to tell someone to stop interfering or to leave."
What is Al Pacino,"An American actor who has had a successful career in film, television, and theatre."
What is Pacino,An actor who didn't feel like mocking his Tony Montana accent as the luchador villain El Macho that Benjamin Bratt does well enough.
What is Tony Montana,Tony Montana is a character in the movie Scarface.
What is Benjamin Bratt,"Benjamin Bratt is an actor who is known for his work in the film ""Miss Congeniality"" and the television series ""Law & Order""."
What is Gru,Gru is a former supervillain and the main protagonist of the Despicable Me franchise. He is recruited by the AntiVillain League to help capture El Macho.
What is Silas Ramsbottom,Silas Ramsbottom is the leader of the AntiVillain League.
What is Gru,"Gru is a character from the movie Despicable Me. He is a super-villain who is often seen dressing in drag or running a jellies startup. However, in the context of the movie, he is better known as a parent."
What is Kristen Wiig,"Kristen Wiig is an American actress, comedian, writer, and producer. She is best known for her work on the NBC sketch comedy series Saturday Night Live."
What is AVL,AVL is an organization in the movie Despicable Me 2 that is in charge of catching villains.
What is Lucy Wilde,Lucy Wilde is an AVL agent in Despicable Me 2. She is voiced by Kristen Wiig and is known for her singsong neuroses.
What is the logical extension of Gru's rehabilitation,The logical extension of Gru's rehabilitation is finding someone who will make him a better man and a partner for parenthood he never expected.
What is Wiig,"Wiig is an American actress, comedian, writer, and producer."
What is Carell,Carell is an actor known for his comedic roles.
What is Steve,Steve is a reporter for the Tampa Bay Times.
What is Follow,Follow is a function on Twitter that allows users to subscribe to another user's tweets.
What is Gru,Gru is a Blofeld-sized supervillain who steals the moon until the orphans he's exploiting steal his heart.
What is Gru,"Gru is a character in the 2010 film Despicable Me, voiced by Steve Carell."
What is Steve Carell,"Steve Carell is an actor and comedian who starred in the 2010 animated film Despicable Me as the voice of the main character, Gru."
What is Despicable,"Despicable is a changed man in Despicable Me 2, a doting adoptive father, and not even the movie's star."
What is Gru,"Gru is a character in the Despicable Me franchise. He is a super-villain who is later revealed to be a good guy. He is the father of three girls, Margo, Edith, and Agnes."
What is Minions,"Minions is a movie about small, yellow creatures that work for a villain named Gru. The movie was released in 2015 and grossed over $1 billion at the box office."
What is Madagascar,"Madagascar is a 2005 American computer-animated comedy film produced by DreamWorks Animation. The film tells the story of four animals from the Central Park Zoo who escape from captivity and find themselves on the island of Madagascar. The film was a critical and commercial success, grossing over $532 million worldwide."
What is Pizza Planet,"Pizza Planet is a restaurant in the Toy Story franchise. It is known for its pizzas, arcade games, and its little green men employees."
What is Gru,Gru is a character in the movie Despicable Me 2. He is a villain who turns good when he adopts three girls.
What is Butt,"Butt is a word meaning to stop or to interfere. In this context, it means to stop interfering in the Minions' business."
What is Al Pacino,Al Pacino is an actor who did not think that the movie was good enough.
What is Pacino,Pacino is an actor who is known for his roles in movies such as Scarface and The Godfather.
What is Tony Montana,Tony Montana is a character in the movie Scarface.
What is Benjamin Bratt,"An actor who is known for his work in the film ""Miss Congeniality"" and the television series ""Law & Order""."
What is Gru,Gru is a supervillain who is recruited by the AntiVillain League to help capture El Macho.
What is Silas Ramsbottom,Silas Ramsbottom is the leader of the AntiVillain League.
What is Gru,He is a former supervillain and the current protagonist of the Despicable Me franchise.
What is Kristen Wiig,"Kristen Wiig is an American actress, comedian, writer, and producer. She is best known for her work on the NBC sketch comedy series Saturday Night Live (2005�2012), and for her starring roles in the films Bridesmaids (2011), The Heat (2013), Ghostbusters (2016), and Wonder Woman (2017)."
What is AVL,AVL is a top-secret government organization in the film Despicable Me 2. Kristen Wiig's character Lucy Wilde is an agent for AVL.
What is Lucy Wilde,Lucy Wilde is an AVL agent in Despicable Me 2. She is voiced by Kristen Wiig and is known for her singsong neuroses.
What is Gru,The logical extension of Gru's rehabilitation is finding someone who'll make him a better man and a partner for parenthood he never expected.
What is Wiig,"Wiig is an American actress, comedian, writer, and producer."
What is Carell,Carell is an actor known for his role in the US version of The Office.
What is Steve,Steve Persall is a reporter for the Tampa Bay Times.
What is Follow,Follow is a website that allows users to follow other users on Twitter.
What is Please,Please use a modern and up-to-date browser version for the best experience.
What is Chrome,Chrome is a web browser that was created by Google.
What is Firefox,Firefox is a web browser that is developed by the Mozilla Foundation.
What is Safari,Safari is a web browser developed by Apple Inc.
What is Studio,Studio is a movie production company.
What is Oliver Stone,"Oliver Stone is a film director, producer, and screenwriter."
What is Tom Cruise,Tom Cruise is an actor.
What is Universal,Universal is a studio that announced release dates for three upcoming projects on Thursday.
What is Oliver Stone,"Oliver Stone is an American film director, producer, and screenwriter."
What is Tom Cruise,Tom Cruise is an actor who starred in the films Savages and Oblivion.
What is Universal,Universal is a film studio that produced the movie Savages.
What is Oliver Stone,"Oliver Stone is a three-time filmmaker who returns to the screen with an all-star ensemble for the scorching thriller Savages, based on the bestselling crime novel by Don Winslow."
What is Savages,Savages is a 2012 thriller film directed by Oliver Stone and based on the bestselling crime novel by Don Winslow. The film stars an all-star ensemble cast and was named one of The New York Times Top 10 Books of 2010.
What is Don Winslow,Don Winslow is an author whose work was adapted into the film Savages.
"What is the name of the city in which the movie ""Savages"" is set",New York
What is the name of the newspaper that named Savages one of the Top 10 Books of 2010,The New York Times
What is Blake,"Blake is an actress who starred as Ophelia in the movie ""Laguna Beach""."
What is Ophelia,"Ophelia is the girlfriend of two Laguna Beach entrepreneurs, one an ex-mercenary and the other a principled environmentalist. She is played by Blake Lively."
What is Laguna Beach,"Laguna Beach is a city in Orange County, California, known for its beautiful beaches and coastline."
What is Taylor Kitsch,"Taylor Kitsch is an ex-mercenary who has built a thriving business in Laguna Beach. He is the boyfriend of Ophelia, who is played by Blake Lively."
What is Aaron Johnson,He is a principled environmentalist who has built a thriving homegrown industry on the best marijuana ever developed.
What is Mexican,A Mexican is a person who is from Mexico.
What is Ophelia,Ophelia is a business owner who is kidnapped by a Mexican drug cartel.
What is Benicio Del Toro,"Benicio Del Toro is an actor who starred in the movie ""Filling out the stellar cast are Benicio Del Toro Salma Hayek John Travolta Uma Thurman and Emile Hirsch""."
What is Salma Hayek,"Salma Hayek is an actress who was in the movie ""Savages"" with Benicio Del Toro, John Travolta, and Uma Thurman."
What is John Travolta,"An actor who appeared in the movie ""Wild Hogs"""
What is Uma Thurman,"Uma Thurman is an American actress and model. She has performed in a variety of films, ranging from romantic comedies and dramas to science fiction and action movies."
What is Emile Hirsch,Emile Hirsch is an American actor who has starred in films such as Into the Wild and Speed Racer.
What is DESPICABLE,"Despicable is a word used to describe someone who is contemptible or odious. In the context of the movie Despicable Me 2, it is used to describe Gru, a super-villain who is trying to steal a valuable diamond."
What is Chris,Chris is an American filmmaker and the founder of Illumination Entertainment.
What is Meledandri,"Chris Meledandri is the founder and CEO of Illumination Entertainment, an American film production company known for its animated films."
What is Illumination,Illumination is a film studio that produces animated films. Chris Meledandri is the founder and CEO of Illumination.
What is OBLIVION,Oblivion is a Friday movie starring Tom Cruise as a former solider who is the last person on an Earth devastated by war with an alien race.
What is Tom Cruise,An actor who starred in the 2013 film Oblivion.
What is Oblivion,"Oblivion is the next film from acclaimed visualist Joseph Kosinski, who is best known for his work on TRON: Legacy. The film is based on the illustrated novel of the same name."
What is Joseph Kosinski,"Joseph Kosinski is the director of the upcoming film Oblivion, based on the illustrated novel of the same name. Kosinski is best known for his work on the films TRON: Legacy and Oblivion."
What is TRON,TRON is a visualist film from Joseph Kosinski. It is based on the illustrated novel of the same name.
What is Please,Please is a word that is used as a polite way of asking someone to do something.
What is Photo,"Photo is a picture, usually a digital image, that can be used for a variety of purposes, including to represent a person, place, or thing."
What is Corina Marie,Corina Marie is a photographer who specializes in portraiture and event photography.
What is TheWrap,"TheWrap is a website that provides news, opinion, and commentary on the entertainment industry, with a focus on movies and television."
What is Service,Service is a company that provides marketing communications and consent to receive them.
What is the Privacy Policy,TheWrap's Privacy Policy can be found here. It outlines the types of personal information that is collected and how it is used.
What is Studio,Studio is a movie production company.
What is Oliver Stone,"Oliver Stone is a film director, producer, and screenwriter."
What is Tom Cruise,"Tom Cruise is an actor, known for his roles in action and science fiction movies."
What is Universal,Universal is a studio that announced release dates for three upcoming projects on Thursday.
What is the release date of Oliver Stone's film Savages,28-Sep-12
What is Tom Cruise,"Tom Cruise is an actor, producer, and director."
"What is the name of the film that Universal is releasing on September 28, 2012","The film is called ""Savages."""
What is Oliver Stone,"Oliver Stone is a three-time filmmaker who returns to the screen with an all-star ensemble for the scorching thriller Savages, based on the bestselling crime novel by Don Winslow."
What is Savages,Savages is a 2012 American thriller film directed by Oliver Stone and starring an all-star ensemble cast. The film is based on the bestselling crime novel of the same name by Don Winslow.
What is Don Winslow,Don Winslow is a bestselling crime novelist whose book Savages was adapted into a film by Oliver Stone.
What is the name of the city in which the movie Savages is set,The movie Savages is set in the city of New York.
What is the Universal onesheet,"The Universal onesheet is a document that provides information about the film Savages, which is set to be released on Friday, September 28, 2012. The document includes information about the cast, the director, and the premise of the film."
What is Blake,"Blake is the girlfriend to two Laguna Beach entrepreneurs, one an ex-mercenary and the other a principled environmentalist."
What is Ophelia,"Ophelia is the girlfriend of two Laguna Beach entrepreneurs, one an ex-mercenary and the other a principled environmentalist. They have built a thriving homegrown industry on the best marijuana ever developed."
What is Laguna Beach,"Laguna Beach is a coastal city in southern California. It is known for its beaches, resorts, and art galleries."
What is Taylor Kitsch,"Taylor Kitsch is an actor who starred as Ophelia's boyfriend in the movie ""The Green Lantern""."
What is Aaron Johnson,Aaron Johnson is a principled environmentalist who has built a thriving homegrown industry on the best marijuana ever developed.
What is Mexican,A person from Mexico
What is Ophelia,Ophelia is a business owner who is kidnapped by a Mexican drug cartel.
What is Benicio Del Toro,"An actor from Puerto Rico who has starred in many films, including ""The Usual Suspects"" and ""Snatch""."
What is Salma Hayek,"Salma Hayek is an actress who appeared in the movie ""Filling out the stellar cast are Benicio Del Toro Salma Hayek John Travolta Uma Thurman and Emile Hirsch""."
What is John Travolta,"John Travolta is an actor who appeared in the movie ""Pulp Fiction."""
What is Uma Thurman's role in the movie,"Uma Thurman plays Mia Wallace, a former actress and the wife of an aging gangster."
What is Emile Hirsch,Emile Hirsch is an American actor who has starred in films such as Into the Wild and Speed Racer.
What is DESPICABLE,Despicable Me 2 is a followup to the blockbuster 3D CGI feature that grossed more than 540 million at the worldwide box office and became the tenth biggest animated film in domestic history.
What is Chris,"Chris is an American film producer, best known for his work on the Despicable Me franchise."
What is Meledandri,Chris Meledandri is an American film producer and the founder and CEO of Illumination Entertainment. He is best known for producing the Despicable Me franchise and The Secret Life of Pets.
What is Illumination,"Illumination is an American film production company founded by Chris Meledandri in 2007. The company is best known for its animated films, such as the ""Despicable Me"" and ""Minions"" franchises."
What is OBLIVION,Oblivion is a Friday movie release starring Tom Cruise in 2013. The movie is about a former solider who is the last person on an Earth devastated by war with an alien race.
What is Tom Cruise,Tom Cruise is an actor who stars in the film Oblivion as a former solider who is the last person on Earth devastated by war with an alien race.
What is Oblivion,"Oblivion is the next film from acclaimed visualist Joseph Kosinski, who is best known for his work on TRON: Legacy. The film is based on the illustrated novel of the same name."
What is Joseph Kosinski,Joseph Kosinski is a visualist and the director of the film Oblivion.
What is TRON,TRON is the next film from acclaimed visualist Joseph Kosinski and is based on the illustrated novel of the same name.
What is Gru,Gru is turning back to the dark side.
What is Despicable,The latest trailer for Despicable Me 3 sees more of Steve Carell pulling double duty as the voice of the franchise's bald mastermind and his twin brother Dru who lures Gru back into the world of villainy.
What is Steve Carell,"Steve Carell is an actor and comedian who is known for his roles in films such as The 40-Year-Old Virgin and Despicable Me. In Despicable Me 3, he voices both the bald mastermind Gru and his twin brother Dru."
What is Dru,Dru is a bald mastermind who lures Gru back into the world of villainy.
What is Gru,Gru is a bald mastermind who is the voice of the franchise in Despicable Me 3. He is lured back into the world of villainy by his twin brother Dru.
What is South Park,"South Park is a television comedy that follows the misadventures of four foul-mouthed grade schoolers in the titular town in Colorado. The show is known for its crude humor, dark satire, and social commentary."
What is Trey Parker,"Trey Parker is an American animator, director, producer, screenwriter, and actor. He is best known for co-creating South Park, an animated television series that airs on Comedy Central."
What is Gru's nemesis,Balthazar Bratt is a former child star turned villain who's a bit too obsessed with the character he portrayed in the 80s.
What is Balthazar Bratt,Balthazar Bratt is a former child star turned villain who's a bit too obsessed with the character he portrayed in the 80s.
What is Bratt,"He is an adult for whom, for all practical purposes, time has stopped in the 80s."
What is Despicable,Despicable is a 3D computer-animated comedy film produced by Illumination Entertainment. The film is about a super-villain named Gru who is recruited by a secret organization to stop an evil villain from taking over the world.
What is Chris Meledandri,Chris Meledandri is the CEO of Illumination and the producer of Despicable Me 3.
What is EW,EW is a magazine that covers entertainment and pop culture.
What is Mutinous New Minion As,"As EW learned from codirector Kyle Balda, Mutinous New Minion As is a new face on the jail block. His name is Mel."
What is EW,EW is a codirector of Despicable Me 3.
What is Kyle Balda,Kyle Balda is a codirector of Despicable Me 3.
What is Mel,Mel is a new minion in Despicable Me 3. He is a jailbird who is part of a group of mutinous minions.
What is Gru,Gru is a character in the Despicable Me franchise. He is a former supervillain and the current main protagonist of the franchise.
What is Mel,Mel is a minion who is speaking out against Gru's phase of being good.
What is Kristen,"Kristen Wiig returns as the voice of Lucy with the girls Agnes, Margo, and Edith."
What is Wiig,Wiig is the voice of Lucy in the movie Despicable Me 3.
What is Lucy,Lucy is a character in the movie Despicable Me 3. She is the voice of Kristen Wiig.
What is Agnes,Agnes is one of the girls in the movie Despicable Me 3.
What is Margo,Margo is one of the three girls that Lucy is the voice of.
What is Edith,Edith is a girl who is friends with Lucy.
What is Pierre Coffin,"Pierre Coffin is a French animator, voice actor, and director. He is best known for co-directing the Despicable Me franchise with Chris Renaud."
What is Eric Guillon,"Eric Guillon is a French animator, storyboard artist, and film director. He is best known for codirecting the Despicable Me franchise with Pierre Coffin."
What is the Despicable Me franchise,The Despicable Me franchise is a series of films following a bumbling exvillain as he tries his best to be a good example to a trio of orphans. The franchise has evolved from a relatively amiable cartoon with a genuinely safe concept to an unabashed cash grab by Illumination Entertainment.
What is Illumination Entertainment,Illumination Entertainment is a company that produces The Despicable Me franchise. The franchise follows a bumbling exvillain as he tries his best to be a good example to a trio of orphans. The franchise has evolved from a relatively amiable cartoon with a genuinely safe concept to an unabashed cash grab by Illumination Entertainment.
What is Gru,Gru is a character in the Despicable Me 3 movie who fumbles while trying to foil a diamond heist.
What is Steve Carell,"Steve Carell is an actor who is known for his roles in comedies. He has starred in films such as ""The 40-Year-Old Virgin"" and ""Anchorman: The Legend of Ron Burgundy"". He also starred in the television series ""The Office"" as the character Michael Scott."
What is Trey Parker,Trey Parker is a rejected child starturnedpsychopath who wreaks havoc on Hollywood.
What is Hollywood,Hollywood is a place where a rejected child starturnedpsychopath Trey Parker wreaks havoc.
What is Gru,Gru is a former super-villain who has reunited with his long-lost twin brother Dru.
What is Dru,Dru is Gru's long-lost twin brother who secretly wants to be as villainous as his famous brother.
What is Carell,"Carell is an actor who voices Gru's long-lost twin brother, Dru, in the movie Despicable Me 3."
What is Dru,Dru is an inept attempt at some sort of wit.
What is Despicable,A rehashed and recycled cartoon that is too formulaic to feel fresh.
What is Carell,"An American actor, comedian, director, and producer"
"What is ""Simply""","Simply put, the cartoon is a beacon of animated mediocrity."
What is Francis Joseph Cruz,Francis Joseph Cruz is a lawyer and film critic.
What is Carlo J. Caparas,"Carlo J. Caparas is a Filipino movie director, producer, and screenwriter."
What is Philippine cinema,Philippine cinema is the body of films produced in the Philippines.
What is Error,Error is a term used to describe a mistake or an incorrect action.
What is Please,Please refers to Rappler's commenting guidelines.
What is Rappler,Rappler is a news and social networking website based in the Philippines.
What is JOIN,JOIN is a newsletter that provides fearless reporting.
What is Variety,"Variety is a print and online publication that covers the entertainment industry, including film, television, and theater. It is published in the United States, Canada, and the United Kingdom."
What is Hollywood,Hollywood is the world's premier animation festival.
What is John Hopewell,John Hopewell is the chief international correspondent for Illumination Mac Guff and a contributor to Variety.
What is China,"China is a country in East Asia that is known for its animation industry. Every year, the Annecy International Animation Film Festival is held in the city of Annecy, France, and Chinese animation studios always have a strong presence there. This year, some of the most highly-anticipated films at the festival include Despicable Me 3, Coco, and The Big Bad Fox and Other Tales."
What is the Big Bad Fox and Other Tales,It is a French animated movie that is set to be a highlight at the Annecy International festival.
What is Tales,Tales is a French animation festival that is thriving and growing as animation becomes a worldwide production phenomenon.
What is France's role in the animation industry,"France is home to the world's premier animation festival, Annecy Intl, which is a major showcase for animation from around the world. France is also home to several major animation studios, such as Illumination Mac Guff and DisneyPixar, which produce some of the most popular animated films and TV shows."
What is Annecy Intl,"Annecy Intl is the world's premier animation festival, held annually in France. The event showcases the best in animation from around the world, with a focus on independent and cutting-edge works."
What is the Animation Film Festival,The Animation Film Festival is a Mecca for animation companies and creatives from Hollywood and the world over which just doesn't stop growing.
What is the Animation Film Festival,The Animation Film Festival is a Mecca for animation companies and creatives from Hollywood and the world over which just doesn't stop growing.
What is Hollywood,"Hollywood is a mecca for animation companies and creatives from around the world. It is constantly growing and evolving, and is home to some of the most iconic and influential films and filmmakers of all time."
What is the International Animation Film Market,The International Animation Film Market (MIFA) is a four-day event that takes place in June and showcases the latest in animation films.
What is MIFA,"MIFA is the International Animation Film Market, which will add an extra day, kicking in June 13 and moving from three to four days."
What is MIFA,"MIFA is the International Federation of Associated Wrestling Styles, a wrestling governing body that oversees international wrestling competitions."
What is MIFA,"MIFA is the International Federation of Associated Wrestling Styles, and is the governing body for Olympic wrestling."
What is MIFA,"The International Federation of Audit Bureaux of Circulations (IFABC) is a not-for-profit organisation formed in 1963 to promote and protect the interests of the audit bureaux industry worldwide, and to advance the profession of circulation auditing."
What is the exhibition floor space of Annecy,The exhibition floor space of Annecy is up 16% vs 2016.
What is the increase in animation output in Africa,"The increase in animation output in Africa is driven by the increase in animation output in most parts of the world, including Africa. Marin said delegate numbers have now grown 13 years in a row, since 2005, casting MIFA as a metaphor for the international animation scene at large and one of the most robustlygrowing industry events in Europe."
What is Marin,"Marin is the founder and CEO of MIFA, the International Animation Film Market."
What is MIFA,"MIFA is the International Animated Film Market, which is an annual event that takes place in Annecy, France."
What is the most robustly-growing industry event in Europe,"MIFA, the International Animation Film Market, has seen delegate numbers grow 13 years in a row since 2005."
What is Patrick,Patrick is the CEO of the Annecy Festival's Citia organization.
What is Eveno,Patrick Eveno is the CEO of the Annecy Festival's Citia organization. He added that he expected 5 to 10 growth in Annecy Festival accreditation.
What is the CEO of the Annecy Festival's Citia organization,Patrick Eveno added that he expected 5 to 10 growth in Annecy Festival accreditation.
What is Annecy Festival,"The Annecy Festival is a French animation film festival that takes place every year in the town of Annecy. This year, the festival is expected to see a 5-10% growth in accredited attendees."
What is Citia,"Citia is an organization that runs the Annecy Festival, a French animation festival. Patrick Eveno, the CEO of Citia, expects the festival to grow by 5-10% in the next year."
What is the Annecy Festival,"The Annecy Festival is an annual animation film festival held in Annecy, France."
What is the Annecy Festival,"The Annecy Festival is a French festival that has hosted the bows of the first two parts of the Despicable Me franchise and Minions. To date, the franchise has grossed 27 billion worldwide."
What is Chris Meledandri,"Chris Meledandri is an American film producer, who is best known for his work on the Despicable Me franchise."
What is the French festival that has hosted the bows of the first two parts of the franchise and Minions to a 27 billion worldwide box office to date,The French festival is the Annecy Festival.
What is Minions,"Minions is a computer-animated comedy film franchise that began with the 2010 film Despicable Me. The franchise has grossed over $27 billion worldwide, making it one of the highest-grossing film franchises of all time."
What is the relationship between Director Lee Unkrich and Producer Darla K Anderson,They previously teamed on Toy Story 3 and will present footage from Coco after its new trailer last week.
What is Lee Unkrich,Lee Unkrich is a director who previously teamed up with producer Darla K Anderson on Toy Story 3. He will be presenting new footage from Coco along with codirector Adrian Molina after its new trailer last week.
What is Darla K. Anderson,Darla K. Anderson is a producer who previously worked on Toy Story 3. She will be presenting new footage from the upcoming Pixar movie Coco alongside codirector Adrian Molina.
What is Adrian Molina,"Adrian Molina is a codirector of the upcoming Pixar film, Coco. He will be presenting new footage from the film alongside Director Lee Unkrich and Producer Darla K Anderson."
What is Dave Mullins,Dave Mullins is a director at Pixar. He previously worked on Toy Story 3 and is currently working on the upcoming film Coco. He also directed the Pixar short film Lost & Found.
What is Dana Murray,Dana Murray is a producer at Pixar.
What is the new Pixar movie called,The new Pixar movie is called Coco.
"What is the Pixar short ""Lost",""" It is a story about a young boy named Miguel who, after accidentally breaking into a forbidden room in his family's home, finds himself transported to the Land of the Dead. There, he meets a variety of colorful characters, including his deceased ancestors, who help him find his way back to the living world."
What is SXSW Festival,"SXSW Festival is a music, film, and interactive media festival that takes place annually in Austin, Texas."
What is Annecy,"Annecy is a French town located in the Haute-Savoie department in the Auvergne-Rh�ne-Alpes region. It is best known for its picturesque setting and its annual animation festival, which is the largest of its kind in the world."
What is U.S.,U.S. is a country located in North America. It is bordered by Canada to the north and Mexico to the south.
What is Annecy,"Annecy is a French town located in the Haute-Savoie region of southeastern France. It is known for its picturesque setting, nestled between Lake Annecy and the Alps. The town is also a popular destination for filmmakers and animators, as it plays host to the annual Annecy International Animated Film Festival."
What is Mifa Campus,"Mifa Campus is a new initiative from the Annecy International Animation Film Festival, designed to support and connect the next generation of animation talent with industry professionals. As part of the initiative, Cars 3 will screen at Annecy on Friday June 16, the same day as its commercial bow in the US. Guillermo del Toro will host Annecy's inaugural Mifa Campus and deliver a keynote, as will Eric Coleman, VP at Disney Television Animation,"
What is Eric Coleman,Eric Coleman is the Vice President of Disney Television Animation. He is also a veteran Disney director and animator.
What is VP,VP is the Vice President of Disney Television Animation.
What is the name of the event that Cars 3 will screen at on Friday June 16,The name of the event is Annecy.
What is the name of the upcoming movie that will screen at Annecy on the same day as its commercial release in the US,Cars 3
What is Glen Keane,Glen Keane is a veteran Disney director and animator who is set to deliver a keynote at Annecy's inaugural Mifa Campus.
What is Japan,"Japan is the country where Go Nagai will present Mazinger Z, a new animated feature from the Manga series."
What is Go Nagai,"Go Nagai is a Japanese manga artist who will present Mazinger Z, a new animated feature from the Manga series."
What are Hollywood's raised ambitions and production volume in animation,Hollywood's raised ambitions and production volume in animation may be seen most clearly in another keynote by Kristine Belson president of Sony Pictures Animation as well as a studio focus presentation by Allison Abbate EVP Theatrical Animation at Warner Animation Group.
What is Kristine Belson,Kristine Belson is the president of Sony Pictures Animation.
What is Sony Pictures Animation,Sony Pictures Animation is a studio that produces animated films.
What is Allison Abbate's role at Warner Animation Group,EVP Theatrical Animation
What is EVP Theatrical,EVP Theatrical is a division of Warner Bros. that focuses on producing animated films.
What is Warner Animation Group,Warner Animation Group is a film studio that produces animated films.
What is Annecy,"Annecy is a French animation film festival that showcases presentations of features and TV shows anywhere from development to near completion. This year's Work in Progress section looks particularly rich, with Nora Twomey taking an audience through The Breadwinner, the latest from Ireland's Cartoon Saloon, The Book of Kells, which Twomey codirected, The Song of the Sea."
What is Progress,Progress is the name of a section at the Annecy International Animated Film Festival that showcases presentations of features and TV shows anywhere from development to near completion.
What is Nora Twomey,Nora Twomey is an Irish animator and the codirector of The Book of Kells.
